id,count,hundredBlock,latitude,longitude,neighbourhood
913,4,20XX FERNDALE ST,49.2795181,-123.0626377,Grandview-Woodland
914,6,20XX FRANKLIN ST,49.2819302,-123.0623652,Grandview-Woodland
915,1,20XX GRANDVIEW HWY N,49.2579339,-123.0466296,Kensington-Cedar Cottage
916,1,20XX GRANT ST,49.2710685,-123.0625884,Grandview-Woodland
917,6,20XX HARO ST,49.2930047,-123.1399462,West End
918,1,20XX KINGSWAY AVE,49.2446433,-123.0645207,Kensington-Cedar Cottage
919,1,20XX KITCHENER ST,49.271881,-123.0625726,Grandview-Woodland
920,1,20XX MACDONALD ST,49.2676052,-123.1680347,Kitsilano
921,1,20XX MAPLE ST,49.2679498,-123.1503748,Kitsilano
922,1,20XX MCNICOLL AVE,49.2761264,-123.1507048,Kitsilano
923,5,20XX NELSON ST,49.2917877,-123.1429904,West End
924,1,20XX PANDORA ST,49.2828257,-123.0624957,Grandview-Woodland
925,2,20XX PARKER ST,49.2754459,-123.0627153,Grandview-Woodland
926,4,20XX PENDRELL ST,49.290402,-123.1449545,West End
927,2,20XX PINE ST,49.2675954,-123.1430894,Fairview
928,1,20XX QUEBEC ST,49.2669743,-123.1027899,Mount Pleasant
929,3,20XX SCOTIA ST,49.2665841,-123.0983133,Mount Pleasant
930,1,20XX STEPHENS ST,49.2675531,-123.166115,Kitsilano
931,1,20XX TRIMBLE ST,49.2678771,-123.2059401,West Point Grey
932,9,20XX TRIUMPH ST,49.2837012,-123.0624534,Grandview-Woodland
933,1,20XX TRUTCH ST,49.2680605,-123.1757836,Kitsilano
934,1,20XX TURNER ST,49.2789496,-123.0625346,Grandview-Woodland
935,3,20XX VENABLES ST,49.2763394,-123.0625265,Grandview-Woodland
936,2,20XX VINE ST,49.2675108,-123.1573859,Kitsilano
937,3,20XX W 10TH AVE,49.262752,-123.1518085,Kitsilano
938,1,20XX W 11TH AVE,49.2618179,-123.1520183,Kitsilano
939,2,20XX W 15TH AVE,49.2580116,-123.1519539,Kitsilano
940,1,20XX W 17TH AVE,49.256044,-123.151571,Shaughnessy
941,1,20XX W 18TH AVE,49.2551014,-123.1515912,Shaughnessy
942,3,20XX W 1ST AVE,49.2705379,-123.151461,Kitsilano
943,6,20XX W 2ND AVE,49.2696662,-123.1514084,Kitsilano
944,4,20XX W 3RD AVE,49.2688315,-123.151736,Kitsilano
945,3,20XX W 41ST AVE,49.2342989,-123.1537569,Kerrisdale
946,2,20XX W 42ND AVE,49.2333964,-123.1533279,Kerrisdale
947,1,20XX W 43RD AVE,49.2324855,-123.1534078,Kerrisdale
948,1,20XX W 46TH AVE,49.2296567,-123.1536127,Kerrisdale
949,1,20XX W 48TH AVE,49.2278052,-123.1537492,Kerrisdale
950,7,20XX W 4TH AVE,49.2679697,-123.1516396,Kitsilano
951,2,20XX W 5TH AVE,49.2670747,-123.1515837,Kitsilano
952,2,20XX W 6TH AVE,49.2663921,-123.1512758,Kitsilano
953,1,20XX W 7TH AVE,49.2653191,-123.151678,Kitsilano
954,2,20XX W 8TH AVE,49.2644717,-123.1517501,Kitsilano
955,4,20XX W BROADWAY AVE,49.2636158,-123.151444,Kitsilano
956,1,20XX W KING EDWARD AVE,49.2503115,-123.1510339,Shaughnessy
957,1,20XX WALL ST,49.285591,-123.0620237,Grandview-Woodland
958,1,20XX WOODLAND DR,49.2656759,-123.0735746,Grandview-Woodland
959,1,20XX YEW ST,49.2677821,-123.1551497,Kitsilano
960,6,20XX YORK AVE,49.2714386,-123.1518269,Kitsilano
961,4,20XX YUKON ST,49.2672225,-123.1123942,Mount Pleasant
962,1,2144B W 14TH AVE,49.2589456,-123.1541851,Kitsilano
963,2,21XX ADANAC ST,49.2772301,-123.0605762,Grandview-Woodland
964,2,21XX ALMA ST,49.2673697,-123.1857477,West Point Grey
965,1,21XX BRIAR AVE,49.2495208,-123.1537965,Arbutus Ridge
966,2,21XX BRIGADOON AVE,49.2162967,-123.063716,Victoria-Fraserview
967,3,21XX BRUNSWICK ST,49.2656553,-123.0966903,Mount Pleasant
968,1,21XX CAMBIE ST,49.2660091,-123.1147663,Mount Pleasant
969,1,21XX CAMBRIDGE ST,49.2864326,-123.0603091,Grandview-Woodland
970,1,21XX CAROLINA ST,49.265737,-123.0909787,Mount Pleasant
971,1,21XX COLLINGWOOD ST,49.2669808,-123.1814723,Kitsilano
972,1,21XX CORNWALL AVE,49.272441,-123.15376,Kitsilano
973,1,21XX CYPRESS ST,49.2667482,-123.147827,Kitsilano
974,1,21XX DUNBAR ST,49.2668301,-123.1837,Kitsilano
975,2,21XX DUNDAS ST,49.2846069,-123.0603852,Grandview-Woodland
976,1,21XX E 10TH AVE,49.2610936,-123.0608525,Kensington-Cedar Cottage
977,1,21XX E 11TH AVE,49.26027,-123.0604423,Kensington-Cedar Cottage
978,4,21XX E 19TH AVE,49.2524293,-123.0607829,Kensington-Cedar Cottage
979,1,21XX E 1ST AVE,49.2693365,-123.0607728,Grandview-Woodland
980,1,21XX E 20TH AVE,49.2517144,-123.0613827,Kensington-Cedar Cottage
981,1,21XX E 28TH AVE,49.2456338,-123.0617573,Kensington-Cedar Cottage
982,1,21XX E 30TH AVE,49.2432871,-123.0642629,Kensington-Cedar Cottage
983,1,21XX E 37TH AVE,49.2367361,-123.0631248,Kensington-Cedar Cottage
984,2,21XX E 3RD AVE,49.2675067,-123.0607729,Grandview-Woodland
985,1,21XX E 55TH AVE,49.219242,-123.063544,Victoria-Fraserview
986,1,21XX E 6TH AVE,49.264732,-123.060957,Grandview-Woodland
987,1,21XX E HASTINGS ST,49.281021,-123.0606373,Grandview-Woodland
988,2,21XX E PENDER ST,49.2800092,-123.0606981,Grandview-Woodland
989,1,21XX ETON ST,49.2875147,-123.0600331,Grandview-Woodland
990,1,21XX FIR ST,49.2667945,-123.1407179,Fairview
991,4,21XX FRANKLIN ST,49.281925,-123.0605703,Grandview-Woodland
992,1,21XX GRANVILLE ST,49.2671413,-123.1385587,Fairview
993,1,21XX GUELPH ST,49.265348,-123.0946231,Mount Pleasant
994,4,21XX KEITH DR,49.2652015,-123.0794204,Strathcona
995,1,21XX KINGSWAY AVE,49.243843,-123.0628463,Kensington-Cedar Cottage
996,3,21XX KITCHENER ST,49.2718527,-123.0606851,Grandview-Woodland
997,7,21XX MAIN ST,49.2657606,-123.1005624,Mount Pleasant
998,2,21XX MAPLE ST,49.2666706,-123.150159,Kitsilano
999,1,21XX NANAIMO ST,49.2652411,-123.0562239,Hastings-Sunrise
1000,3,21XX PANDORA ST,49.2827334,-123.0606849,Grandview-Woodland
1001,1,21XX PRINCE EDWARD ST,49.265406,-123.0957468,Mount Pleasant
1002,1,21XX RENFREW ST,49.2651961,-123.0439656,Hastings-Sunrise
1003,1,21XX SCOTIA ST,49.2659065,-123.0988381,Mount Pleasant
1004,2,21XX STANLEY PARK DR,49.2983641,-123.1176493,Stanley Park
1005,2,21XX STEPHENS ST,49.2669917,-123.1661916,Kitsilano
1006,1,21XX VENABLES ST,49.2764136,-123.0604512,Grandview-Woodland
1007,3,21XX W 10TH AVE,49.2626007,-123.1539191,Kitsilano
1008,5,21XX W 12TH AVE,49.2608724,-123.1544202,Kitsilano
1009,1,21XX W 14TH AVE,49.258947,-123.1543075,Kitsilano
1010,5,21XX W 1ST AVE,49.2705899,-123.1538452,Kitsilano
1011,1,21XX W 22ND AVE,49.252395,-123.1546066,Arbutus Ridge
1012,10,21XX W 2ND AVE,49.2697387,-123.1538465,Kitsilano
1013,1,21XX W 32ND AVE,49.2428456,-123.1554018,Arbutus Ridge
1014,1,21XX W 33RD AVE,49.2418484,-123.1555269,Arbutus Ridge
1015,1,21XX W 34TH AVE,49.2410172,-123.1565124,Arbutus Ridge
1016,3,21XX W 38TH AVE,49.2371336,-123.1573125,Arbutus Ridge
1017,2,21XX W 3RD AVE,49.2687722,-123.1539358,Kitsilano
1018,2,21XX W 40TH AVE,49.2352754,-123.1566618,Arbutus Ridge
1019,3,21XX W 43RD AVE,49.2325321,-123.1572216,Kerrisdale
1020,1,21XX W 45TH AVE,49.2307363,-123.1574201,Kerrisdale
1021,2,21XX W 46TH AVE,49.2296746,-123.1573034,Kerrisdale
1022,4,21XX W 4TH AVE,49.2679756,-123.1540106,Kitsilano
1023,3,21XX W 5TH AVE,49.2670757,-123.1540005,Kitsilano
1024,2,21XX W 6TH AVE,49.2663102,-123.1540092,Kitsilano
1025,3,21XX W 7TH AVE,49.2656057,-123.1528976,Kitsilano
1026,3,21XX W 8TH AVE,49.2645869,-123.1536829,Kitsilano
1027,7,21XX W BROADWAY AVE,49.2635245,-123.1540179,Kitsilano
1028,4,21XX WALL ST,49.2877174,-123.0603525,Grandview-Woodland
1029,1,21XX WATERSIDE AVE,49.2076412,-123.0636522,Victoria-Fraserview
1030,1,21XX WILLIAM ST,49.273614,-123.0606583,Grandview-Woodland
1031,5,21XX YORK AVE,49.2714652,-123.1538614,Kitsilano
1032,1,21XX YUKON ST,49.2663694,-123.1126286,Mount Pleasant
1033,1,2200K CAMBIE ST,49.2659574,-123.1147647,Mount Pleasant
1034,1,22XX ALBERTA ST,49.2651798,-123.1106278,Mount Pleasant
1035,1,22XX ALDER ST,49.2654556,-123.1309442,Fairview
1036,3,22XX ALMA ST,49.2663358,-123.1857848,Kitsilano
1037,1,22XX ASH ST,49.2647701,-123.1172233,Fairview
1038,1,22XX BONNYVALE AVE,49.2169143,-123.0605904,Victoria-Fraserview
1039,33,22XX CAMBIE ST,49.2656034,-123.1147339,Mount Pleasant
1040,3,22XX CAMBRIDGE ST,49.2864461,-123.0585428,Grandview-Woodland
1041,2,22XX COLLINGWOOD ST,49.2662819,-123.1816581,Kitsilano
1042,10,22XX COMMERCIAL DR,49.2645318,-123.0695466,Grandview-Woodland
1043,1,22XX CORAL REEF PL,49.20657,-123.061413,Victoria-Fraserview
1044,6,22XX CORNWALL AVE,49.2723881,-123.1562278,Kitsilano
1045,3,22XX DUNDAS ST,49.284548,-123.0587483,Grandview-Woodland
1046,1,22XX E 10TH AVE,49.2611051,-123.059005,Kensington-Cedar Cottage
1047,1,22XX E 19TH AVE,49.2518725,-123.0588569,Kensington-Cedar Cottage
1048,1,22XX E 27TH AVE,49.2465001,-123.0592824,Kensington-Cedar Cottage
1049,1,22XX E 38TH AVE,49.2356774,-123.0604894,Kensington-Cedar Cottage
1050,1,22XX E 3RD AVE,49.2675153,-123.0588723,Grandview-Woodland
1051,2,22XX E 41ST AVE,49.2327204,-123.060846,Victoria-Fraserview
1052,1,22XX E 49TH AVE,49.2248149,-123.0609424,Victoria-Fraserview
1053,1,22XX E 5TH AVE,49.2656973,-123.0590914,Grandview-Woodland
1054,1,22XX E 7TH AVE,49.2638698,-123.0591156,Grandview-Woodland
1055,1,22XX E 8TH AVE,49.2629777,-123.059155,Grandview-Woodland
1056,1,22XX E BROADWAY AVE,49.2620364,-123.0591537,Kensington-Cedar Cottage
1057,1,22XX E HASTINGS ST,49.2810264,-123.0587265,Grandview-Woodland
1058,1,22XX E PENDER ST,49.2799036,-123.0586162,Grandview-Woodland
1059,7,22XX EDDINGTON DR,49.2454573,-123.1576526,Arbutus Ridge
1060,5,22XX ETON ST,49.2872649,-123.0583161,Grandview-Woodland
1061,2,22XX FERNDALE ST,49.2794952,-123.0585752,Grandview-Woodland
1062,3,22XX FIR ST,49.2656724,-123.1406974,Fairview
1063,2,22XX FRANKLIN ST,49.2818644,-123.058762,Grandview-Woodland
1064,1,22XX FRASER ST,49.2645353,-123.0887536,Mount Pleasant
1065,1,22XX GARDEN DR,49.2643182,-123.057958,Grandview-Woodland
1066,1,22XX GRANVILLE ST,49.2656649,-123.1382933,Fairview
1067,1,22XX KINGSWAY AVE,49.24251,-123.0598977,Kensington-Cedar Cottage
1068,3,22XX KITCHENER ST,49.2718936,-123.0588695,Grandview-Woodland
1069,1,22XX LARCH ST,49.2660011,-123.162082,Kitsilano
1070,1,22XX LAUREL ST,49.2650895,-123.1240772,Fairview
1071,3,22XX MAPLE ST,49.265426,-123.1502034,Kitsilano
1072,4,22XX MCBAIN AVE,49.2495259,-123.1583022,Arbutus Ridge
1073,4,22XX MCGILL ST,49.2881955,-123.0589367,Grandview-Woodland
1074,1,22XX OAK ST,49.2655758,-123.1265154,Fairview
1075,5,22XX OXFORD ST,49.2854462,-123.058828,Grandview-Woodland
1076,2,22XX PINE ST,49.2660043,-123.1430147,Fairview
1077,2,22XX PRINCE ALBERT ST,49.2646739,-123.0868057,Mount Pleasant
1078,6,22XX PRINCE EDWARD ST,49.2648173,-123.0953751,Mount Pleasant
1079,1,22XX SCOTIA ST,49.2650539,-123.0988776,Mount Pleasant
1080,4,22XX SKIPPER PL,49.2888248,-123.1111209,Victoria-Fraserview
1081,2,22XX SPRUCE ST,49.265641,-123.1289059,Fairview
1082,2,22XX TRAFALGAR ST,49.2660036,-123.1644007,Kitsilano
1083,1,22XX TRINITY ST,49.289084,-123.0582175,Grandview-Woodland
1084,2,22XX TRIUMPH ST,49.2836997,-123.0585221,Grandview-Woodland
1085,2,22XX TRUTCH ST,49.266482,-123.1755925,Kitsilano
1086,1,22XX TURNER ST,49.2789138,-123.0576946,Grandview-Woodland
1087,1,22XX VICTORIA DR,49.2644341,-123.0656175,Grandview-Woodland
1088,3,22XX VINE ST,49.2659356,-123.1574017,Kitsilano
1089,2,22XX W 10TH AVE,49.2627648,-123.1563448,Kitsilano
1090,4,22XX W 12TH AVE,49.2608182,-123.1564639,Kitsilano
1091,1,22XX W 13TH AVE,49.2599184,-123.1566207,Kitsilano
1092,1,22XX W 14TH AVE,49.2590686,-123.1567548,Kitsilano
1093,1,22XX W 15TH AVE,49.2580638,-123.1567041,Kitsilano
1094,1,22XX W 16TH AVE,49.2570867,-123.1567243,Kitsilano
1095,1,22XX W 18TH AVE,49.2560554,-123.1567482,Arbutus Ridge
1096,5,22XX W 1ST AVE,49.2706452,-123.1564731,Kitsilano
1097,1,22XX W 23RD AVE,49.2515621,-123.1572814,Arbutus Ridge
1098,6,22XX W 2ND AVE,49.2697864,-123.1563264,Kitsilano
1099,3,22XX W 3RD AVE,49.2688141,-123.1562478,Kitsilano
1100,1,22XX W 41ST AVE,49.2344241,-123.1592362,Kerrisdale
1101,5,22XX W 4TH AVE,49.2680738,-123.1563532,Kitsilano
1102,1,22XX W 51ST AVE,49.2247665,-123.1580929,Kerrisdale
1103,6,22XX W 5TH AVE,49.2671259,-123.1564263,Kitsilano
1104,7,22XX W 6TH AVE,49.2662612,-123.1561347,Kitsilano
1105,1,22XX W 7TH AVE,49.2654562,-123.1563758,Kitsilano
1106,3,22XX W 8TH AVE,49.2646324,-123.1563409,Kitsilano
1107,7,22XX W BROADWAY AVE,49.2636664,-123.1563808,Kitsilano
1108,2,22XX WALL ST,49.2889283,-123.0592059,Grandview-Woodland
1109,1,22XX WILLIAM ST,49.2735979,-123.0588614,Grandview-Woodland
1110,4,22XX YORK AVE,49.2714914,-123.1564884,Kitsilano
1111,1,23XX ALBERTA ST,49.2643211,-123.1108942,Mount Pleasant
1112,3,23XX BIRCH ST,49.2647002,-123.1333867,Fairview
1113,1,23XX BRUNSWICK ST,49.2640983,-123.0969848,Mount Pleasant
1114,17,23XX CAMBIE ST,49.2644211,-123.1144415,Mount Pleasant
1115,2,23XX CHARLES ST,49.2727382,-123.0570911,Grandview-Woodland
1116,3,23XX CLARK DR,49.2636192,-123.077123,Mount Pleasant
1117,3,23XX COMMERCIAL DR,49.2639537,-123.0695647,Grandview-Woodland
1118,41,23XX CORNWALL AVE,49.2723726,-123.1584377,Kitsilano
1119,1,23XX CYPRESS ST,49.2650588,-123.1477989,Kitsilano
1120,1,23XX DUNDAS ST,49.2847771,-123.0566703,Grandview-Woodland
1121,1,23XX E 2ND AVE,49.2683302,-123.0573017,Grandview-Woodland
1122,2,23XX E 37TH AVE,49.2374084,-123.0576892,Renfrew-Collingwood
1123,2,23XX E 3RD AVE,49.2674784,-123.0572447,Grandview-Woodland
1124,1,23XX E 49TH AVE,49.2246397,-123.0582967,Victoria-Fraserview
1125,1,23XX E 4TH AVE,49.266532,-123.057332,Grandview-Woodland
1126,1,23XX E 8TH AVE,49.2630787,-123.0580444,Grandview-Woodland
1127,2,23XX E HASTINGS ST,49.2810148,-123.0570819,Grandview-Woodland
1128,1,23XX FERNDALE ST,49.2794877,-123.0571107,Grandview-Woodland
1129,1,23XX GLEN DR,49.2635995,-123.0813409,Mount Pleasant
1130,1,23XX GRANDVIEW HWY S,49.2578691,-123.0578013,Kensington-Cedar Cottage
1131,1,23XX GRAVELEY ST,49.2702079,-123.0572073,Grandview-Woodland
1132,1,23XX GUELPH ST,49.2643965,-123.0948966,Mount Pleasant
1133,1,23XX HARRISON DR,49.2088407,-123.0574713,Victoria-Fraserview
1134,1,23XX HERMON DR,49.2636214,-123.0294183,Hastings-Sunrise
1135,2,23XX HOYLAKE AVE,49.2155998,-123.0564278,Victoria-Fraserview
1136,1,23XX LARCH ST,49.2653579,-123.1621354,Kitsilano
1137,2,23XX MACDONALD ST,49.2653525,-123.1682198,Kitsilano
1138,1,23XX MAIN ST,49.2640678,-123.1008636,Mount Pleasant
1139,3,23XX MAPLE ST,49.2651439,-123.1502108,Kitsilano
1140,1,23XX MCBAIN AVE,49.2485253,-123.1588604,Arbutus Ridge
1141,1,23XX MCGILL ST,49.288183,-123.0569248,Grandview-Woodland
1142,1,23XX ONTARIO ST,49.2640553,-123.1045784,Mount Pleasant
1143,3,23XX OXFORD ST,49.2854379,-123.0571384,Grandview-Woodland
1144,2,23XX PARKER ST,49.2754663,-123.0570708,Grandview-Woodland
1145,1,23XX QUAYSIDE CRT,49.2068101,-123.0575263,Victoria-Fraserview
1146,2,23XX SCOTIA ST,49.264227,-123.0989026,Mount Pleasant
1147,3,23XX ST CATHERINES ST,49.2634544,-123.084846,Mount Pleasant
1148,2,23XX ST GEORGE ST,49.2639221,-123.092974,Mount Pleasant
1149,2,23XX TRINITY ST,49.2892086,-123.0569436,Grandview-Woodland
1150,3,23XX TURNER ST,49.2789177,-123.0570382,Grandview-Woodland
1151,1,23XX VICTORIA DR,49.263678,-123.0659025,Grandview-Woodland
1152,2,23XX VINE ST,49.2649793,-123.1574208,Kitsilano
1153,1,23XX W 10TH AVE,49.2629612,-123.1590899,Kitsilano
1154,1,23XX W 12TH AVE,49.2608645,-123.158882,Kitsilano
1155,2,23XX W 13TH AVE,49.2599306,-123.1589949,Kitsilano
1156,1,23XX W 14TH AVE,49.2589904,-123.1590188,Kitsilano
1157,4,23XX W 1ST AVE,49.2706471,-123.1588269,Kitsilano
1158,2,23XX W 23RD AVE,49.2515646,-123.1589213,Arbutus Ridge
1159,5,23XX W 2ND AVE,49.2697556,-123.1585893,Kitsilano
1160,3,23XX W 3RD AVE,49.2688636,-123.1585945,Kitsilano
1161,4,23XX W 40TH AVE,49.2353435,-123.1598594,Arbutus Ridge
1162,1,23XX W 41ST AVE,49.2344838,-123.1605036,Arbutus Ridge
1163,4,23XX W 4TH AVE,49.2680199,-123.1586718,Kitsilano
1164,2,23XX W 5TH AVE,49.267122,-123.1587777,Kitsilano
1165,1,23XX W 6TH AVE,49.2663168,-123.1586671,Kitsilano
1166,1,23XX W 8TH AVE,49.2646746,-123.1588394,Kitsilano
1167,2,23XX W BROADWAY AVE,49.2637009,-123.1586835,Kitsilano
1168,3,23XX WALL ST,49.2901321,-123.0574996,Grandview-Woodland
1169,1,23XX WINDSOR ST,49.2637175,-123.0830967,Mount Pleasant
1170,3,23XX WOODLAND DR,49.2632951,-123.0736462,Grandview-Woodland
1171,3,23XX YORK AVE,49.2715843,-123.1585596,Kitsilano
1172,1,24XX ADANAC ST,49.2772834,-123.0552556,Hastings-Sunrise
1173,1,24XX ALDER ST,49.2640713,-123.1311655,Fairview
1174,2,24XX BALACLAVA ST,49.2648107,-123.1738007,Kitsilano
1175,1,24XX BALSAM ST,49.2643974,-123.1600286,Kitsilano
1176,2,24XX BAYSWATER ST,49.2647268,-123.1710224,Kitsilano
1177,2,24XX BLENHEIM ST,49.2647622,-123.1776198,Kitsilano
1178,2,24XX BRUNSWICK ST,49.2630246,-123.0970131,Mount Pleasant
1179,2,24XX CAMBIE ST,49.2642353,-123.1144464,Fairview
1180,4,24XX CAMBRIDGE ST,49.2863961,-123.0552729,Hastings-Sunrise
1181,4,24XX CAROLINA ST,49.2630878,-123.090832,Mount Pleasant
1182,1,24XX CHARLES ST,49.2730022,-123.0553891,Hastings-Sunrise
1183,1,24XX COLUMBIA ST,49.2629762,-123.1092913,Mount Pleasant
1184,2,24XX COMMERCIAL DR,49.2627422,-123.0695455,Grandview-Woodland
1185,3,24XX CORNWALL AVE,49.2724112,-123.1612071,Kitsilano
1186,1,24XX CYPRESS ST,49.2644302,-123.1478316,Kitsilano
1187,1,24XX E 22ND AVE,49.2504244,-123.055364,Renfrew-Collingwood
1188,3,24XX E 23RD AVE,49.2497054,-123.0559196,Renfrew-Collingwood
1189,4,24XX E 24TH AVE,49.2485415,-123.0558866,Renfrew-Collingwood
1190,2,24XX E 3RD AVE,49.2673807,-123.0555418,Hastings-Sunrise
1191,2,24XX E 4TH AVE,49.2665327,-123.0563257,Hastings-Sunrise
1192,2,24XX E 8TH AVE,49.2628004,-123.0554402,Hastings-Sunrise
1193,1,24XX E BROADWAY AVE,49.2618185,-123.0550378,Renfrew-Collingwood
1194,2,24XX E HASTINGS ST,49.2809954,-123.0555647,Hastings-Sunrise
1195,1,24XX EDGAR CRES,49.2457037,-123.1619499,Arbutus Ridge
1196,1,24XX FRASER ST,49.2629959,-123.0888746,Mount Pleasant
1197,1,24XX GALT ST,49.2416534,-123.0557628,Renfrew-Collingwood
1198,1,24XX GLEN DR,49.2621652,-123.0812267,Mount Pleasant
1199,1,24XX GUELPH ST,49.2630001,-123.094923,Mount Pleasant
1200,2,24XX HEATHER ST,49.2636409,-123.1196236,Fairview
1201,3,24XX KAMLOOPS ST,49.2620724,-123.0543135,Hastings-Sunrise
1202,3,24XX MACDONALD ST,49.2646865,-123.1683884,Kitsilano
1203,5,24XX MAIN ST,49.2632494,-123.1008925,Mount Pleasant
1204,1,24XX ONTARIO ST,49.2635524,-123.1042735,Mount Pleasant
1205,1,24XX OXFORD ST,49.2854853,-123.0555624,Hastings-Sunrise
1206,1,24XX PANDORA ST,49.2828084,-123.0552473,Hastings-Sunrise
1207,2,24XX PARKER ST,49.2755498,-123.0552955,Hastings-Sunrise
1208,4,24XX POINT GREY RD,49.2733704,-123.1608295,Kitsilano
1209,1,24XX PRINCE ALBERT ST,49.262064,-123.0868398,Mount Pleasant
1210,1,24XX PRINCE EDWARD ST,49.2628702,-123.0954422,Mount Pleasant
1211,1,24XX SCOTIA ST,49.2631492,-123.0987837,Mount Pleasant
1212,2,24XX ST CATHERINES ST,49.2629399,-123.0852287,Mount Pleasant
1213,1,24XX STEPHENS ST,49.2644937,-123.1665001,Kitsilano
1214,2,24XX TRAFALGAR ST,49.2643917,-123.1644323,Kitsilano
1215,1,24XX TRINITY ST,49.2894349,-123.0555388,Hastings-Sunrise
1216,1,24XX TRIUMPH ST,49.2836634,-123.0555152,Hastings-Sunrise
1217,1,24XX TURNER ST,49.2788587,-123.0555788,Hastings-Sunrise
1218,2,24XX VENABLES ST,49.2764233,-123.0552629,Hastings-Sunrise
1219,1,24XX VICTORIA DR,49.2630025,-123.0659312,Grandview-Woodland
1220,1,24XX W 12TH AVE,49.2608817,-123.1613775,Kitsilano
1221,2,24XX W 15TH AVE,49.2581045,-123.1614175,Kitsilano
1222,1,24XX W 19TH AVE,49.2552381,-123.1618941,Arbutus Ridge
1223,3,24XX W 1ST AVE,49.2707391,-123.1609496,Kitsilano
1224,4,24XX W 2ND AVE,49.2697827,-123.1610209,Kitsilano
1225,4,24XX W 3RD AVE,49.2689269,-123.1609924,Kitsilano
1226,1,24XX W 41ST AVE,49.2344845,-123.1620082,Kerrisdale
1227,7,24XX W 4TH AVE,49.2680373,-123.16102,Kitsilano
1228,1,24XX W 6TH AVE,49.2664435,-123.160963,Kitsilano
1229,2,24XX W 7TH AVE,49.2654591,-123.1612731,Kitsilano
1230,2,24XX W 8TH AVE,49.2646726,-123.161201,Kitsilano
1231,3,24XX W BROADWAY AVE,49.263797,-123.1613123,Kitsilano
1232,2,24XX WALL ST,49.290911,-123.0542427,Hastings-Sunrise
1233,1,24XX WINDERMERE ST,49.2629622,-123.0365124,Hastings-Sunrise
1234,1,24XX YALE ST,49.2904788,-123.0554695,Hastings-Sunrise
1235,4,24XX YORK AVE,49.2715761,-123.160913,Kitsilano
1236,3,25XX ADANAC ST,49.2772609,-123.0534307,Hastings-Sunrise
1237,1,25XX ALMA ST,49.2639408,-123.1858698,West Point Grey
1238,1,25XX ARBUTUS ST,49.2637021,-123.1529318,Kitsilano
1239,1,25XX BROCK ST,49.2437042,-123.0545478,Renfrew-Collingwood
1240,1,25XX BURRARD ST,49.2634312,-123.1457679,Fairview
1241,7,25XX CAMBIE ST,49.2622614,-123.114853,Fairview
1242,2,25XX CARNARVON ST,49.2636672,-123.1718407,Kitsilano
1243,1,25XX CAROLINA ST,49.2616987,-123.0908388,Mount Pleasant
1244,1,25XX CHARLES ST,49.2730239,-123.0531491,Hastings-Sunrise
1245,2,25XX COLLINGWOOD ST,49.263718,-123.1818665,Kitsilano
1246,11,25XX COMMERCIAL DR,49.2617998,-123.0697877,Kensington-Cedar Cottage
1247,1,25XX DUNDAS ST,49.2845714,-123.0532893,Hastings-Sunrise
1248,1,25XX E 17TH AVE,49.2547118,-123.0543696,Renfrew-Collingwood
1249,1,25XX E 18TH AVE,49.2538447,-123.0531983,Renfrew-Collingwood
1250,1,25XX E 22ND AVE,49.2504112,-123.053401,Renfrew-Collingwood
1251,1,25XX E 24TH AVE,49.2486632,-123.0532445,Renfrew-Collingwood
1252,1,25XX E 2ND AVE,49.2682854,-123.053455,Hastings-Sunrise
1253,1,25XX E 3RD AVE,49.2673737,-123.0534158,Hastings-Sunrise
1254,2,25XX E 5TH AVE,49.2654816,-123.053407,Hastings-Sunrise
1255,3,25XX E BROADWAY AVE,49.2618025,-123.0542474,Hastings-Sunrise
1256,1,25XX E GEORGIA ST,49.2780908,-123.0532523,Hastings-Sunrise
1257,3,25XX E HASTINGS ST,49.281025,-123.0532667,Hastings-Sunrise
1258,1,25XX EDGAR CRES,49.2457982,-123.1630744,Arbutus Ridge
1259,1,25XX FRANKLIN ST,49.2819361,-123.052137,Hastings-Sunrise
1260,1,25XX FRASER ST,49.261522,-123.0891046,Mount Pleasant
1261,1,25XX GARDEN DR,49.2617467,-123.0581712,Kensington-Cedar Cottage
1262,6,25XX GRANVILLE ST,49.2631027,-123.1383572,Fairview
1263,2,25XX GRAVELEY ST,49.2702132,-123.0529746,Hastings-Sunrise
1264,3,25XX KITCHENER ST,49.2720731,-123.0532583,Hastings-Sunrise
1265,9,25XX LAKEWOOD DR,49.2614443,-123.061409,Kensington-Cedar Cottage
1266,4,25XX MAIN ST,49.2623206,-123.1009255,Mount Pleasant
1267,3,25XX MANITOBA ST,49.2623479,-123.1066569,Mount Pleasant
1268,3,25XX MAPLE ST,49.2634144,-123.1503834,Kitsilano
1269,4,25XX MCGILL ST,49.2884518,-123.0531527,Hastings-Sunrise
1270,3,25XX NAPIER ST,49.2747714,-123.053379,Hastings-Sunrise
1271,2,25XX OAK ST,49.262921,-123.1266501,Fairview
1272,2,25XX ONTARIO ST,49.262379,-123.104622,Mount Pleasant
1273,1,25XX OXFORD ST,49.2854645,-123.0533138,Hastings-Sunrise
1274,1,25XX PANDORA ST,49.2827617,-123.0533147,Hastings-Sunrise
1275,2,25XX PARKER ST,49.2755579,-123.0534396,Hastings-Sunrise
1276,1,25XX PINE ST,49.2626126,-123.1431948,Fairview
